"GEOID","year","STATEFP","COUNTYFP","NAMELSAD","June_AvgMaxTF","July_AvgMaxTF","Aug_AvgMaxTF","AvgAnnMaxTF","TotpercInch"
"51003010201","1987","51","003","Census Tract 102.01",86.07,91.34,88.34,67.5,48.26
"51003010201","1988","51","003","Census Tract 102.01",84.02,89.81,88.79,66.71,34.07
"51003010201","1989","51","003","Census Tract 102.01",83.86,84.79,82.01,65.66,53.45
"51003010201","1990","51","003","Census Tract 102.01",84.01,87.87,83,69.76,46.64
"51003010201","1991","51","003","Census Tract 102.01",84.87,86.68,86.1,69.31,39.61
"51003010201","1992","51","003","Census Tract 102.01",79.09,87.15,81.3,65.54,47.26
"51003010201","1993","51","003","Census Tract 102.01",84.23,90.51,87.94,66.62,48.25
"51003010201","1994","51","003","Census Tract 102.01",86.55,86.8,82.76,67.27,47.3
"51003010201","1995","51","003","Census Tract 102.01",81.09,88.6,87.89,66.51,48.65
"51003010201","1996","51","003","Census Tract 102.01",84.69,84.26,83.39,65.11,57.73
"51003010201","1997","51","003","Census Tract 102.01",81.63,87.9,84.63,66.54,41.99
"51003010201","1998","51","003","Census Tract 102.01",82.07,87.73,88.07,69.43,48.61
"51003010201","1999","51","003","Census Tract 102.01",83.55,91.59,87.19,68.68,40.41
"51003010201","2000","51","003","Census Tract 102.01",83.79,82.75,83.19,66.7,36.36
"51003010201","2001","51","003","Census Tract 102.01",83.9,84.12,87.06,68.51,31.99
"51003010201","2002","51","003","Census Tract 102.01",87,88.58,88.73,68.45,39.08
"51003010201","2003","51","003","Census Tract 102.01",79.99,85.15,86.24,65.51,69.92
"51003010201","2004","51","003","Census Tract 102.01",80.53,84.33,82.83,66.33,48.19
"51003010201","2005","51","003","Census Tract 102.01",84.06,87.28,87.01,66.97,40.58
"51003010201","2006","51","003","Census Tract 102.01",82.86,87.54,88.15,68.35,44.45
"51003010201","2007","51","003","Census Tract 102.01",83.34,86,87.95,67.86,31.46
"51003010201","2008","51","003","Census Tract 102.01",86.64,87.06,84.88,66.81,41.55
"51003010201","2009","51","003","Census Tract 102.01",81.85,82.37,85.56,65.39,47.89
"51003010201","2010","51","003","Census Tract 102.01",87.84,90.91,86.94,67.82,39.47
"51003010201","2011","51","003","Census Tract 102.01",85.01,89.96,85.88,67.98,52.86
"51003010201","2012","51","003","Census Tract 102.01",82.83,90.5,84.76,68.94,37.89
"51003010201","2013","51","003","Census Tract 102.01",82.17,84.97,80.83,65.31,52.09
"51003010201","2014","51","003","Census Tract 102.01",83.41,84.05,81.18,64.95,45.11
"51003010201","2015","51","003","Census Tract 102.01",82.71,84.81,84.53,67.11,50.56
"51003010201","2016","51","003","Census Tract 102.01",83.27,88.68,87.57,68.05,38.1
"51003010201","2017","51","003","Census Tract 102.01",83.46,88.67,83.43,68.37,39.08
"51003010201","2018","51","003","Census Tract 102.01",82.35,85.43,85.7,66.44,71.06
"51003010201","2019","51","003","Census Tract 102.01",81.97,88.64,86.08,68.21,44.67
"51003010201","2020","51","003","Census Tract 102.01",82.88,90.58,84.44,68.21,60.44
"51003010202","1980","51","003","Census Tract 102.02",83.36,89.79,88.81,67.21,35.14
"51003010202","1981","51","003","Census Tract 102.02",85.96,85.81,84.06,66.51,37.42
"51003010202","1982","51","003","Census Tract 102.02",80.38,86.38,82.52,66.67,42.38
"51003010202","1983","51","003","Census Tract 102.02",83.47,90.62,89.82,66.86,50.14
"51003010202","1984","51","003","Census Tract 102.02",86.98,83.9,85.1,67.45,51.78
"51003010202","1985","51","003","Census Tract 102.02",82.37,85.93,83.56,67.92,49.39
"51003010202","1986","51","003","Census Tract 102.02",86.99,90.04,82.4,67.82,36.88
"51003010202","1987","51","003","Census Tract 102.02",86.01,91.21,88.27,67.39,48.84
"51003010202","1988","51","003","Census Tract 102.02",83.89,89.58,88.57,66.55,34.85
"51003010202","1989","51","003","Census Tract 102.02",83.64,84.58,81.76,65.52,53.42
"51003010202","1990","51","003","Census Tract 102.02",83.82,87.89,82.97,69.66,47.59
"51003010202","1991","51","003","Census Tract 102.02",84.73,86.43,85.73,69.18,41.5
"51003010202","1992","51","003","Census Tract 102.02",78.91,87.12,81.2,65.47,48.65
"51003010202","1993","51","003","Census Tract 102.02",84.2,90.5,87.94,66.61,48.43
"51003010202","1994","51","003","Census Tract 102.02",86.4,86.75,82.72,67.27,47.51
"51003010202","1995","51","003","Census Tract 102.02",80.73,88.31,87.7,66.37,49.29
"51003010202","1996","51","003","Census Tract 102.02",84.61,84.12,83.26,65.02,57
"51003010202","1997","51","003","Census Tract 102.02",81.41,87.91,84.49,66.4,41.65
"51003010202","1998","51","003","Census Tract 102.02",82.05,87.48,87.82,69.27,47.87
"51003010202","1999","51","003","Census Tract 102.02",83.37,91.48,87.16,68.62,40.8
"51003010202","2000","51","003","Census Tract 102.02",83.73,82.65,83.06,66.63,36.83
"51003010202","2001","51","003","Census Tract 102.02",83.78,83.93,86.92,68.4,31.53
"51003010202","2002","51","003","Census Tract 102.02",86.98,88.48,88.58,68.32,38.87
"51003010202","2003","51","003","Census Tract 102.02",79.73,84.89,86,65.38,69.98
"51003010202","2004","51","003","Census Tract 102.02",80.41,84.18,82.65,66.26,49.49
"51003010202","2005","51","003","Census Tract 102.02",83.81,87,86.77,66.92,41.09
"51003010202","2006","51","003","Census Tract 102.02",82.62,87.38,87.94,68.23,44.89
"51003010202","2007","51","003","Census Tract 102.02",83.04,85.64,88.1,67.77,30.42
"51003010202","2008","51","003","Census Tract 102.02",86.65,87.06,84.76,66.71,40.6
"51003010202","2009","51","003","Census Tract 102.02",81.69,82.1,85.4,65.25,45.34
"51003010202","2010","51","003","Census Tract 102.02",87.72,90.65,86.64,67.55,37.96
"51003010202","2011","51","003","Census Tract 102.02",84.84,89.78,85.74,67.88,52.56
"51003010202","2012","51","003","Census Tract 102.02",82.72,90.41,84.69,68.86,37.29
"51003010202","2013","51","003","Census Tract 102.02",81.99,84.69,80.73,65.22,51.29
"51003010202","2014","51","003","Census Tract 102.02",83.45,83.98,81.12,64.91,43.97
"51003010202","2015","51","003","Census Tract 102.02",82.75,84.79,84.31,67.03,48.49
"51003010202","2016","51","003","Census Tract 102.02",83.12,88.56,87.29,67.96,38.74
"51003010202","2017","51","003","Census Tract 102.02",83.17,88.45,83.26,68.23,37.08
"51003010202","2018","51","003","Census Tract 102.02",82.17,85.19,85.42,66.29,71.31
"51003010202","2019","51","003","Census Tract 102.02",81.75,88.41,85.89,68.13,44.75
"51003010202","2020","51","003","Census Tract 102.02",82.61,90.24,84.19,68.07,59.47
"51003010300","1980","51","003","Census Tract 103",83.61,89.96,89.01,67.37,34.87
"51003010300","1981","51","003","Census Tract 103",86.18,86.03,84.14,66.67,37.53
"51003010300","1982","51","003","Census Tract 103",80.54,86.58,82.69,66.81,42.55
"51003010300","1983","51","003","Census Tract 103",83.72,90.86,90.07,67.1,48.78
"51003010300","1984","51","003","Census Tract 103",87.19,84.17,85.38,67.65,52.31
"51003010300","1985","51","003","Census Tract 103",82.6,86.27,83.79,68.15,50.06
"51003010300","1986","51","003","Census Tract 103",87.3,90.15,82.5,67.98,36.14
"51003010300","1987","51","003","Census Tract 103",86.17,91.43,88.46,67.63,49.33
"51003010300","1988","51","003","Census Tract 103",84.12,89.81,88.77,66.77,34.7
"51003010300","1989","51","003","Census Tract 103",83.94,84.81,81.99,65.74,54.43
"51003010300","1990","51","003","Census Tract 103",84.08,87.98,83.16,69.87,47.45
"51003010300","1991","51","003","Census Tract 103",84.98,86.7,86.1,69.42,40.71
"51003010300","1992","51","003","Census Tract 103",79.2,87.32,81.42,65.7,48.81
"51003010300","1993","51","003","Census Tract 103",84.36,90.69,88.09,66.8,48.93
"51003010300","1994","51","003","Census Tract 103",86.64,87,82.97,67.49,47.86
"51003010300","1995","51","003","Census Tract 103",81.12,88.71,88.04,66.67,48.65
"51003010300","1996","51","003","Census Tract 103",84.89,84.48,83.59,65.33,56.8
"51003010300","1997","51","003","Census Tract 103",81.8,88.12,84.82,66.75,41.55
"51003010300","1998","51","003","Census Tract 103",82.3,87.85,88.24,69.63,48.04
"51003010300","1999","51","003","Census Tract 103",83.66,91.71,87.37,68.89,40.4
"51003010300","2000","51","003","Census Tract 103",83.96,82.93,83.42,66.93,36.54
"51003010300","2001","51","003","Census Tract 103",84.12,84.31,87.29,68.75,31.49
"51003010300","2002","51","003","Census Tract 103",87.29,88.8,88.92,68.66,39.14
"51003010300","2003","51","003","Census Tract 103",80.14,85.32,86.41,65.72,69.98
"51003010300","2004","51","003","Census Tract 103",80.65,84.45,82.89,66.51,47.75
"51003010300","2005","51","003","Census Tract 103",84.14,87.4,87.13,67.2,40.9
"51003010300","2006","51","003","Census Tract 103",82.95,87.71,88.26,68.56,44.07
"51003010300","2007","51","003","Census Tract 103",83.49,86.15,88.23,68.14,30.76
"51003010300","2008","51","003","Census Tract 103",86.91,87.32,85.12,67.02,40.24
"51003010300","2009","51","003","Census Tract 103",81.98,82.49,85.71,65.56,46.88
"51003010300","2010","51","003","Census Tract 103",87.98,90.98,87.03,67.93,38.87
"51003010300","2011","51","003","Census Tract 103",85.15,90,86.04,68.17,52.69
"51003010300","2012","51","003","Census Tract 103",83.01,90.74,85,69.16,37.04
"51003010300","2013","51","003","Census Tract 103",82.35,85.12,81,65.52,51.9
"51003010300","2014","51","003","Census Tract 103",83.66,84.32,81.37,65.19,44.09
"51003010300","2015","51","003","Census Tract 103",82.95,85.07,84.67,67.33,48.63
"51003010300","2016","51","003","Census Tract 103",83.42,88.87,87.6,68.23,38.51
"51003010300","2017","51","003","Census Tract 103",83.5,88.77,83.53,68.51,37.56
"51003010300","2018","51","003","Census Tract 103",82.37,85.4,85.7,66.56,70.57
"51003010300","2019","51","003","Census Tract 103",81.98,88.65,86.11,68.35,44.2
"51003010300","2020","51","003","Census Tract 103",82.93,90.63,84.44,68.35,59.94
"51003010401","1980","51","003","Census Tract 104.01",83.06,89.36,88.63,66.91,35.62
"51003010401","1981","51","003","Census Tract 104.01",85.73,85.49,83.33,66.18,37.95
"51003010401","1982","51","003","Census Tract 104.01",79.98,86.05,82.25,66.38,44.99
"51003010401","1983","51","003","Census Tract 104.01",83.28,90.33,89.65,66.74,49.88
"51003010401","1984","51","003","Census Tract 104.01",86.62,83.75,85,67.27,52.98
"51003010401","1985","51","003","Census Tract 104.01",82.23,85.87,83.33,67.82,50.3
"51003010401","1986","51","003","Census Tract 104.01",86.82,89.51,81.75,67.5,36.46
"51003010401","1987","51","003","Census Tract 104.01",85.56,90.86,87.82,67.22,50.89
"51003010401","1988","51","003","Census Tract 104.01",83.58,89.26,88.19,66.32,35.54
"51003010401","1989","51","003","Census Tract 104.01",83.74,84.52,81.74,65.49,54.71
"51003010401","1990","51","003","Census Tract 104.01",83.66,87.56,82.97,69.43,47.93
"51003010401","1991","51","003","Census Tract 104.01",84.54,86.52,85.52,69.02,41.65
"51003010401","1992","51","003","Census Tract 104.01",78.95,87.12,81.15,65.44,48.89
"51003010401","1993","51","003","Census Tract 104.01",84.03,90.24,87.54,66.52,49.04
"51003010401","1994","51","003","Census Tract 104.01",86.07,86.63,82.56,67.13,50.12
"51003010401","1995","51","003","Census Tract 104.01",80.8,88.28,87.51,66.37,50.01
"51003010401","1996","51","003","Census Tract 104.01",84.6,84.12,83.11,65.07,58.94
"51003010401","1997","51","003","Census Tract 104.01",81.54,87.63,84.43,66.48,42.45
"51003010401","1998","51","003","Census Tract 104.01",81.92,87.53,87.79,69.32,48.07
"51003010401","1999","51","003","Census Tract 104.01",83.23,91.27,87.05,68.7,42.48
"51003010401","2000","51","003","Census Tract 104.01",83.67,82.72,83.14,66.72,38.22
"51003010401","2001","51","003","Census Tract 104.01",83.72,83.98,86.99,68.51,33.16
"51003010401","2002","51","003","Census Tract 104.01",87.08,88.54,88.74,68.58,42.07
"51003010401","2003","51","003","Census Tract 104.01",80.08,85.07,86.17,65.64,70.64
"51003010401","2004","51","003","Census Tract 104.01",80.86,84.62,82.94,66.68,47.53
"51003010401","2005","51","003","Census Tract 104.01",84.25,87.53,87.23,67.14,44.01
"51003010401","2006","51","003","Census Tract 104.01",83.04,87.87,88.52,68.66,45.5
"51003010401","2007","51","003","Census Tract 104.01",83.18,85.92,87.79,68.06,32.5
"51003010401","2008","51","003","Census Tract 104.01",86.85,87.1,84.99,66.99,40.86
"51003010401","2009","51","003","Census Tract 104.01",81.94,82.36,85.67,65.47,50.26
"51003010401","2010","51","003","Census Tract 104.01",87.64,90.85,86.95,67.8,40.44
"51003010401","2011","51","003","Census Tract 104.01",84.82,89.86,86.03,68.02,54.98
"51003010401","2012","51","003","Census Tract 104.01",82.81,90.8,85,69.04,39.2
"51003010401","2013","51","003","Census Tract 104.01",82.34,85.1,80.86,65.43,55.08
"51003010401","2014","51","003","Census Tract 104.01",83.59,84.54,81.3,65.19,46.45
"51003010401","2015","51","003","Census Tract 104.01",82.77,84.74,84.58,67.23,50.11
"51003010401","2016","51","003","Census Tract 104.01",83.38,88.76,87.44,68.16,42.21
"51003010401","2017","51","003","Census Tract 104.01",83.28,88.74,83.49,68.43,37.82
"51003010401","2018","51","003","Census Tract 104.01",82.39,85.18,85.68,66.49,73.03
"51003010401","2019","51","003","Census Tract 104.01",81.95,88.72,86.16,68.25,45.35
"51003010401","2020","51","003","Census Tract 104.01",82.9,90.74,84.37,68.27,63.03
"51003010402","1980","51","003","Census Tract 104.02",83.94,90.26,89.69,67.87,35.24
"51003010402","1981","51","003","Census Tract 104.02",86.7,86.44,84.19,67.15,37.35
"51003010402","1982","51","003","Census Tract 104.02",80.84,86.81,83.1,67.2,41.89
"51003010402","1983","51","003","Census Tract 104.02",84.1,91.16,90.62,67.63,50.29
"51003010402","1984","51","003","Census Tract 104.02",87.4,84.49,85.73,68.14,50.93
"51003010402","1985","51","003","Census Tract 104.02",83.1,86.5,84,68.65,49.67
"51003010402","1986","51","003","Census Tract 104.02",87.65,90.51,82.49,68.28,36.85
"51003010402","1987","51","003","Census Tract 104.02",86.18,91.46,88.54,67.84,49.34
"51003010402","1988","51","003","Census Tract 104.02",84.21,89.59,88.54,66.79,34.87
"51003010402","1989","51","003","Census Tract 104.02",84.21,84.88,81.96,65.95,54.62
"51003010402","1990","51","003","Census Tract 104.02",84.12,88.07,83.55,70,47.1
"51003010402","1991","51","003","Census Tract 104.02",85.19,86.73,85.9,69.59,43.18
"51003010402","1992","51","003","Census Tract 104.02",79.48,87.81,81.71,66.1,49
"51003010402","1993","51","003","Census Tract 104.02",84.68,91.05,88.32,67.25,48.65
"51003010402","1994","51","003","Census Tract 104.02",86.79,87.46,83.44,68,49.61
"51003010402","1995","51","003","Census Tract 104.02",81.32,88.98,88.41,67.18,48.41
"51003010402","1996","51","003","Census Tract 104.02",85.5,85.13,84.09,65.9,56.14
"51003010402","1997","51","003","Census Tract 104.02",82.27,88.58,85.36,67.33,40.95
"51003010402","1998","51","003","Census Tract 104.02",82.91,88.29,88.76,70.2,46.5
"51003010402","1999","51","003","Census Tract 104.02",83.96,92,87.91,69.53,41.76
"51003010402","2000","51","003","Census Tract 104.02",84.47,83.49,84.1,67.61,36.89
"51003010402","2001","51","003","Census Tract 104.02",84.75,84.87,87.93,69.44,31.99
"51003010402","2002","51","003","Census Tract 104.02",88.14,89.51,89.59,69.39,40.75
"51003010402","2003","51","003","Census Tract 104.02",80.69,85.83,87.01,66.43,68.92
"51003010402","2004","51","003","Census Tract 104.02",81.38,85.26,83.4,67.32,46.89
"51003010402","2005","51","003","Census Tract 104.02",84.77,88.14,87.8,68.04,42.67
"51003010402","2006","51","003","Census Tract 104.02",83.46,88.64,88.99,69.43,44.44
"51003010402","2007","51","003","Census Tract 104.02",84.03,86.83,88.95,69.07,31.56
"51003010402","2008","51","003","Census Tract 104.02",87.79,88.14,85.92,67.79,39.17
"51003010402","2009","51","003","Census Tract 104.02",82.63,83.09,86.38,66.25,47.5
"51003010402","2010","51","003","Census Tract 104.02",88.34,91.33,87.3,68.38,37.64
"51003010402","2011","51","003","Census Tract 104.02",85.79,90.3,86.75,68.95,53.6
"51003010402","2012","51","003","Census Tract 104.02",83.77,91.69,85.91,70,36.68
"51003010402","2013","51","003","Census Tract 104.02",83.17,85.97,81.82,66.37,53.09
"51003010402","2014","51","003","Census Tract 104.02",84.61,85.42,82.15,66.09,44.44
"51003010402","2015","51","003","Census Tract 104.02",83.88,86.04,85.41,68.18,47.75
"51003010402","2016","51","003","Census Tract 104.02",84.07,89.55,87.93,68.87,40.41
"51003010402","2017","51","003","Census Tract 104.02",83.48,89.05,83.89,68.86,34.52
"51003010402","2018","51","003","Census Tract 104.02",82.51,85.21,85.77,66.84,69.6
"51003010402","2019","51","003","Census Tract 104.02",82,88.7,86.32,68.67,43.89
"51003010402","2020","51","003","Census Tract 104.02",83.08,90.85,84.49,68.7,60.91
"51003010500","1980","51","003","Census Tract 105",83.19,89.52,88.75,67.1,35.31
"51003010500","1981","51","003","Census Tract 105",85.88,85.61,83.53,66.38,38.54
"51003010500","1982","51","003","Census Tract 105",80.12,86.14,82.39,66.53,43.14
"51003010500","1983","51","003","Census Tract 105",83.36,90.4,89.69,66.83,51.39
"51003010500","1984","51","003","Census Tract 105",86.72,83.74,84.98,67.4,53.78
"51003010500","1985","51","003","Census Tract 105",82.3,85.77,83.29,67.89,51.03
"51003010500","1986","51","003","Census Tract 105",86.88,89.78,81.92,67.65,37.52
"51003010500","1987","51","003","Census Tract 105",85.66,90.91,87.95,67.26,51.22
"51003010500","1988","51","003","Census Tract 105",83.64,89.21,88.18,66.32,35.72
"51003010500","1989","51","003","Census Tract 105",83.65,84.44,81.6,65.47,56.22
"51003010500","1990","51","003","Census Tract 105",83.62,87.66,83.03,69.47,48.75
"51003010500","1991","51","003","Census Tract 105",84.58,86.4,85.37,69.04,43.58
"51003010500","1992","51","003","Census Tract 105",78.91,87.22,81.17,65.5,51.59
"51003010500","1993","51","003","Census Tract 105",84.12,90.37,87.7,66.63,49.76
"51003010500","1994","51","003","Census Tract 105",86.13,86.71,82.66,67.26,50.48
"51003010500","1995","51","003","Census Tract 105",80.63,88.2,87.53,66.4,49.68
"51003010500","1996","51","003","Census Tract 105",84.73,84.19,83.21,65.15,57.94
"51003010500","1997","51","003","Census Tract 105",81.52,87.85,84.5,66.54,42.49
"51003010500","1998","51","003","Census Tract 105",82.08,87.52,87.79,69.37,48.39
"51003010500","1999","51","003","Census Tract 105",83.25,91.39,87.21,68.81,43.11
"51003010500","2000","51","003","Census Tract 105",83.82,82.82,83.23,66.85,38.47
"51003010500","2001","51","003","Census Tract 105",83.84,84.02,87.03,68.59,32.83
"51003010500","2002","51","003","Census Tract 105",87.23,88.61,88.74,68.59,40.76
"51003010500","2003","51","003","Census Tract 105",79.96,85.03,86.12,65.66,71.04
"51003010500","2004","51","003","Census Tract 105",80.79,84.59,82.88,66.68,48.97
"51003010500","2005","51","003","Census Tract 105",84.14,87.38,87.1,67.2,43.74
"51003010500","2006","51","003","Census Tract 105",82.92,87.86,88.42,68.66,45.46
"51003010500","2007","51","003","Census Tract 105",83.1,85.8,88.02,68.09,32.06
"51003010500","2008","51","003","Census Tract 105",86.95,87.2,85.02,66.96,41.01
"51003010500","2009","51","003","Census Tract 105",81.85,82.21,85.53,65.42,49
"51003010500","2010","51","003","Census Tract 105",87.68,90.74,86.8,67.71,39.64
"51003010500","2011","51","003","Census Tract 105",84.91,89.77,85.99,68.08,54.75
"51003010500","2012","51","003","Census Tract 105",82.88,90.84,85.01,69.1,38.23
"51003010500","2013","51","003","Census Tract 105",82.27,84.99,80.9,65.47,53.93
"51003010500","2014","51","003","Census Tract 105",83.71,84.48,81.31,65.22,45.83
"51003010500","2015","51","003","Census Tract 105",82.93,84.94,84.51,67.28,49.13
"51003010500","2016","51","003","Census Tract 105",83.37,88.84,87.34,68.2,41.61
"51003010500","2017","51","003","Census Tract 105",83.12,88.61,83.41,68.38,36.46
"51003010500","2018","51","003","Census Tract 105",82.24,85.01,85.45,66.43,70.71
"51003010500","2019","51","003","Census Tract 105",81.77,88.53,86.01,68.24,44.94
"51003010500","2020","51","003","Census Tract 105",82.69,90.46,84.19,68.21,60.47
"51003010601","1980","51","003","Census Tract 106.01",83.68,90.04,89.15,67.5,34.71
"51003010601","1981","51","003","Census Tract 106.01",86.28,86.1,84.18,66.79,37.47
"51003010601","1982","51","003","Census Tract 106.01",80.61,86.62,82.77,66.89,42.2
"51003010601","1983","51","003","Census Tract 106.01",83.77,90.89,90.13,67.18,49.48
"51003010601","1984","51","003","Census Tract 106.01",87.2,84.16,85.38,67.74,52.75
"51003010601","1985","51","003","Census Tract 106.01",82.66,86.21,83.76,68.21,49.91
"51003010601","1986","51","003","Census Tract 106.01",87.32,90.26,82.5,68.04,36.76
"51003010601","1987","51","003","Census Tract 106.01",86.17,91.41,88.47,67.63,50.17
"51003010601","1988","51","003","Census Tract 106.01",84.1,89.69,88.66,66.73,34.88
"51003010601","1989","51","003","Census Tract 106.01",83.9,84.74,81.89,65.72,55
"51003010601","1990","51","003","Census Tract 106.01",84.03,88.02,83.22,69.88,48.09
"51003010601","1991","51","003","Census Tract 106.01",84.98,86.64,85.96,69.42,42.26
"51003010601","1992","51","003","Census Tract 106.01",79.2,87.4,81.45,65.77,50.21
"51003010601","1993","51","003","Census Tract 106.01",84.43,90.77,88.16,66.89,49.06
"51003010601","1994","51","003","Census Tract 106.01",86.61,87.06,83.04,67.59,48.65
"51003010601","1995","51","003","Census Tract 106.01",80.99,88.65,88.03,66.7,48.58
"51003010601","1996","51","003","Census Tract 106.01",84.97,84.54,83.63,65.4,56.67
"51003010601","1997","51","003","Census Tract 106.01",81.81,88.21,84.86,66.8,41.31
"51003010601","1998","51","003","Census Tract 106.01",82.39,87.81,88.23,69.67,47.55
"51003010601","1999","51","003","Census Tract 106.01",83.64,91.72,87.45,68.98,40.99
"51003010601","2000","51","003","Census Tract 106.01",84.03,82.99,83.49,67.03,37.18
"51003010601","2001","51","003","Census Tract 106.01",84.19,84.34,87.34,68.83,31.56
"51003010601","2002","51","003","Census Tract 106.01",87.44,88.88,88.97,68.73,39.15
"51003010601","2003","51","003","Census Tract 106.01",80.13,85.31,86.42,65.8,70.16
"51003010601","2004","51","003","Census Tract 106.01",80.71,84.49,82.89,66.61,48.55
"51003010601","2005","51","003","Census Tract 106.01",84.11,87.38,87.13,67.31,41.48
"51003010601","2006","51","003","Census Tract 106.01",82.93,87.78,88.27,68.65,44.39
"51003010601","2007","51","003","Census Tract 106.01",83.47,86.12,88.41,68.26,30.27
"51003010601","2008","51","003","Census Tract 106.01",87.05,87.46,85.22,67.1,40.22
"51003010601","2009","51","003","Census Tract 106.01",82.01,82.47,85.74,65.62,45.88
"51003010601","2010","51","003","Census Tract 106.01",87.97,90.91,86.94,67.89,37.81
"51003010601","2011","51","003","Census Tract 106.01",85.19,89.97,86.1,68.26,52.73
"51003010601","2012","51","003","Census Tract 106.01",83.1,90.86,85.11,69.27,36.58
"51003010601","2013","51","003","Census Tract 106.01",82.41,85.13,81.07,65.62,52.03
"51003010601","2014","51","003","Census Tract 106.01",83.82,84.46,81.46,65.31,43.86
"51003010601","2015","51","003","Census Tract 106.01",83.11,85.21,84.68,67.43,47.71
"51003010601","2016","51","003","Census Tract 106.01",83.46,88.94,87.52,68.3,39.14
"51003010601","2017","51","003","Census Tract 106.01",83.37,88.72,83.51,68.52,35.63
"51003010601","2018","51","003","Census Tract 106.01",82.29,85.25,85.58,66.55,69.36
"51003010601","2019","51","003","Census Tract 106.01",81.88,88.55,86.04,68.37,43.81
"51003010601","2020","51","003","Census Tract 106.01",82.83,90.51,84.33,68.36,59.2
