"GEOID","year","STATEFP","COUNTYFP","NAMELSAD","June_AvgMaxTF","July_AvgMaxTF","Aug_AvgMaxTF","AvgAnnMaxTF","TotpercInch"
"51065","2020","51","065","Fluvanna County",83.4,91.4,84.78,69.06,62.18
"51079","1980","51","079","Greene County",80.85,87.31,86.02,64.7,37.01
"51079","1981","51","079","Greene County",83.38,83.15,81.69,63.98,37.99
"51079","1982","51","079","Greene County",78.04,84.19,80.27,64.51,44.06
"51079","1983","51","079","Greene County",81.19,88.27,87.24,64.51,52.34
"51079","1984","51","079","Greene County",84.82,81.78,82.99,65.2,53.09
"51079","1985","51","079","Greene County",80.1,83.92,81.53,65.74,49.69
"51079","1986","51","079","Greene County",84.6,87.49,80.33,65.73,35.49
"51079","1987","51","079","Greene County",84.09,89.19,86.1,65.48,49.1
"51079","1988","51","079","Greene County",81.94,88.11,87.14,64.91,34.54
"51079","1989","51","079","Greene County",82.09,83.28,80.69,64.08,49.81
"51079","1990","51","079","Greene County",82.12,86.22,81.51,67.78,46.53
"51079","1991","51","079","Greene County",82.77,85.4,84,67.39,39.66
"51079","1992","51","079","Greene County",77.4,85.41,79.76,63.77,49.01
"51079","1993","51","079","Greene County",82.59,88.37,85.89,64.78,48.3
"51079","1994","51","079","Greene County",84.41,84.56,80.44,65.1,47.05
"51079","1995","51","079","Greene County",79.08,86.24,85.24,64.25,53.31
"51079","1996","51","079","Greene County",82.36,81.55,80.75,62.88,62.48
"51079","1997","51","079","Greene County",79.35,85.55,82.08,64.16,44.48
"51079","1998","51","079","Greene County",79.69,85.63,85.22,67,50.17
"51079","1999","51","079","Greene County",81.41,89.65,85.2,66.65,44.53
"51079","2000","51","079","Greene County",81.86,80.81,80.71,64.48,39.86
"51079","2001","51","079","Greene County",81.31,81.68,84.45,66.11,34.96
"51079","2002","51","079","Greene County",84.39,86.06,86.48,66.32,40.29
"51079","2003","51","079","Greene County",78.07,82.79,83.95,63.45,69.96
"51079","2004","51","079","Greene County",79.67,83.74,82.14,65.21,52.56
"51079","2005","51","079","Greene County",83.51,86.55,86.11,65.47,44.2
"51079","2006","51","079","Greene County",81.94,86.85,87.76,67.19,50.27
"51079","2007","51","079","Greene County",81.98,84.69,86.45,66.29,35.11
"51079","2008","51","079","Greene County",84.68,84.8,82.44,64.94,47.96
"51079","2009","51","079","Greene County",80.25,80.32,83.8,63.47,51.04
"51079","2010","51","079","Greene County",86.61,89.83,85.67,66.31,42.33
"51079","2011","51","079","Greene County",83.32,89.39,84.9,66.59,56.25
"51079","2012","51","079","Greene County",81.81,89.65,83.97,67.78,44.36
"51079","2013","51","079","Greene County",81.05,83.9,79.91,64.14,55.98
"51079","2014","51","079","Greene County",82.47,83.17,80.33,63.81,50.05
"51079","2015","51","079","Greene County",81.78,83.7,83.81,66,54.08
"51079","2016","51","079","Greene County",82.33,87.6,86.7,66.95,41.41
"51079","2017","51","079","Greene County",82.42,87.56,82.44,67.26,40.17
"51079","2018","51","079","Greene County",81.67,84.67,84.89,65.38,71.61
"51079","2019","51","079","Greene County",81.44,88.27,85.46,67.22,47.63
"51079","2020","51","079","Greene County",82,89.74,83.76,67.09,62.39
"51109","1980","51","109","Louisa County",83.66,89.99,89.93,67.59,34.68
"51109","1981","51","109","Louisa County",86.59,86.39,83.52,66.83,36.23
"51109","1982","51","109","Louisa County",80.58,86.64,82.94,66.99,44.11
"51109","1983","51","109","Louisa County",83.99,91.05,90.76,67.6,49.2
"51109","1984","51","109","Louisa County",87.13,84.6,86.01,67.96,49.95
"51109","1985","51","109","Louisa County",83.18,86.97,84.45,68.72,47.67
"51109","1986","51","109","Louisa County",87.59,90.09,82.22,68.11,35.48
"51109","1987","51","109","Louisa County",86.03,91.38,88.29,68.02,49.12
"51109","1988","51","109","Louisa County",84.18,89.87,88.61,67.03,35.86
"51109","1989","51","109","Louisa County",84.77,85.31,82.52,66.27,51.73
"51109","1990","51","109","Louisa County",84.55,88.15,83.69,70.22,44.45
"51109","1991","51","109","Louisa County",85.24,87.52,86.44,69.78,38.49
"51109","1992","51","109","Louisa County",79.84,87.71,81.82,66.25,41.1
"51109","1993","51","109","Louisa County",84.61,91.04,87.96,67.31,48.97
"51109","1994","51","109","Louisa County",86.5,87.66,83.4,67.84,48.36
"51109","1995","51","109","Louisa County",81.75,89.01,88.2,67.22,49.64
"51109","1996","51","109","Louisa County",85.35,84.87,83.47,65.78,59.33
"51109","1997","51","109","Louisa County",81.97,87.85,85.29,67.2,40.65
"51109","1998","51","109","Louisa County",82.67,88.07,88.71,70.07,45.57
"51109","1999","51","109","Louisa County",83.8,91.28,87.84,69.38,40.55
"51109","2000","51","109","Louisa County",84.16,83.2,83.77,67.42,38.28
"51109","2001","51","109","Louisa County",84.34,84.69,87.76,69.34,32.18
"51109","2002","51","109","Louisa County",87.78,89.94,90.02,69.66,43.18
"51109","2003","51","109","Louisa County",80.94,85.89,86.83,66.44,68.15
"51109","2004","51","109","Louisa County",81.93,85.46,83.42,67.5,48.47
"51109","2005","51","109","Louisa County",85.07,88.66,88.22,68.12,41.83
"51109","2006","51","109","Louisa County",83.44,88.77,89.56,69.63,47.24
"51109","2007","51","109","Louisa County",84.41,87.42,88.88,69.39,34.42
"51109","2008","51","109","Louisa County",88.04,88.08,86.11,68.42,42.84
"51109","2009","51","109","Louisa County",83.27,84.31,87.57,66.91,49.84
"51109","2010","51","109","Louisa County",88.86,92.11,87.91,68.94,40.78
"51109","2011","51","109","Louisa County",85.62,90.51,86.79,69.01,52.13
"51109","2012","51","109","Louisa County",83.58,91.41,86.12,70.02,38.65
"51109","2013","51","109","Louisa County",83.39,86.18,81.82,66.48,55.25
"51109","2014","51","109","Louisa County",84.35,85.79,82.3,66.34,45.37
"51109","2015","51","109","Louisa County",83.68,85.32,85.35,68.12,47.42
"51109","2016","51","109","Louisa County",84,89.14,88.29,68.83,46.04
"51109","2017","51","109","Louisa County",83.94,89.31,84.15,69.14,37.74
"51109","2018","51","109","Louisa County",83.32,85.75,86.72,67.34,70.39
"51109","2019","51","109","Louisa County",82.86,89.61,87.03,69.04,42.26
"51109","2020","51","109","Louisa County",83.93,92.03,85.3,69.16,66.75
"51125","1980","51","125","Nelson County",82.28,89.02,88.73,66.94,37.82
"51125","1981","51","125","Nelson County",85.56,84.87,83.11,66.14,43.3
"51125","1982","51","125","Nelson County",79.67,85.26,82.35,66.47,44.29
"51125","1983","51","125","Nelson County",82.51,89.47,89.42,66.37,52.45
"51125","1984","51","125","Nelson County",85.84,82.34,83.78,66.83,52.77
"51125","1985","51","125","Nelson County",81.72,84.27,81.61,67.2,53.82
"51125","1986","51","125","Nelson County",86.07,89.22,80.78,67,34.6
"51125","1987","51","125","Nelson County",85.15,90.04,88.24,67.14,52.1
"51125","1988","51","125","Nelson County",83.49,88.72,88.15,66.08,36.62
"51125","1989","51","125","Nelson County",83.09,83.97,81.32,65.19,62.29
"51125","1990","51","125","Nelson County",83,86.59,82.95,69,50.9
"51125","1991","51","125","Nelson County",84.06,86.8,84.49,68.73,40.21
"51125","1992","51","125","Nelson County",78.37,86.93,80.84,65.28,48.14
"51125","1993","51","125","Nelson County",83.74,89.78,87.17,66.52,50.91
"51125","1994","51","125","Nelson County",84.65,85.71,81.85,66.82,47.72
"51125","1995","51","125","Nelson County",79.72,86.93,86.71,65.98,48.34
"51125","1996","51","125","Nelson County",84.39,83.93,82.61,64.8,56.11
"51125","1997","51","125","Nelson County",80.97,87.85,84.58,66.27,38.93
"51125","1998","51","125","Nelson County",82.32,86.83,86.75,68.97,48.43
"51125","1999","51","125","Nelson County",82.4,90.08,86.99,68.54,43.47
"51125","2000","51","125","Nelson County",83.69,82.41,82.72,66.65,40.46
"51125","2001","51","125","Nelson County",83.32,82.9,86.16,67.99,33.1
"51125","2002","51","125","Nelson County",86.16,87.53,88.27,68.14,40.94
"51125","2003","51","125","Nelson County",79.71,84.65,85.46,65.39,72.27
"51125","2004","51","125","Nelson County",80.96,85.15,82.9,66.76,49.02
"51125","2005","51","125","Nelson County",82.84,86.17,86.08,66.45,47.88
"51125","2006","51","125","Nelson County",81.81,87.17,87.91,68.24,47.55
"51125","2007","51","125","Nelson County",82.24,84.72,88.88,67.97,36.46
"51125","2008","51","125","Nelson County",86.36,86.54,84.09,66.57,40.53
"51125","2009","51","125","Nelson County",81.26,81.14,84.41,64.77,56.37
"51125","2010","51","125","Nelson County",86.76,89.61,85.34,66.7,47.4
"51125","2011","51","125","Nelson County",84.43,89.09,85.19,67.49,56.36
"51125","2012","51","125","Nelson County",81.91,89.45,83.96,68.24,39.62
"51125","2013","51","125","Nelson County",81.3,83.62,80.67,64.79,59.35
"51125","2014","51","125","Nelson County",83.21,83.41,80.07,64.6,46.36
"51125","2015","51","125","Nelson County",83.17,84.63,83.85,66.93,53.54
"51125","2016","51","125","Nelson County",82.59,87.76,86.63,67.41,51.18
"51125","2017","51","125","Nelson County",82.29,87.51,82.85,67.53,41.49
"51125","2018","51","125","Nelson County",82.63,84.86,84.75,65.79,81.44
"51125","2019","51","125","Nelson County",81.2,87.91,85.84,67.58,50.26
"51125","2020","51","125","Nelson County",81.74,89.6,83.65,67.25,67.91
"51540","1980","51","540","Charlottesville city",83.66,90.05,89.27,67.58,35.19
"51540","1981","51","540","Charlottesville city",86.33,86.12,84.14,66.86,37.97
"51540","1982","51","540","Charlottesville city",80.62,86.6,82.82,66.95,42.1
"51540","1983","51","540","Charlottesville city",83.78,90.88,90.19,67.24,52.02
"51540","1984","51","540","Charlottesville city",87.17,84.13,85.35,67.8,51.99
"51540","1985","51","540","Charlottesville city",82.7,86.12,83.72,68.26,50.76
"51540","1986","51","540","Charlottesville city",87.3,90.31,82.43,68.05,37.73
"51540","1987","51","540","Charlottesville city",86.08,91.32,88.39,67.58,50.13
"51540","1988","51","540","Charlottesville city",84.01,89.51,88.49,66.62,34.94
"51540","1989","51","540","Charlottesville city",83.85,84.66,81.78,65.69,55.72
"51540","1990","51","540","Charlottesville city",83.93,88,83.25,69.83,48.51
"51540","1991","51","540","Charlottesville city",84.93,86.55,85.74,69.37,43.5
"51540","1992","51","540","Charlottesville city",79.16,87.46,81.43,65.78,50.83
"51540","1993","51","540","Charlottesville city",84.45,90.8,88.17,66.95,48.71
"51540","1994","51","540","Charlottesville city",86.55,87.08,83.06,67.64,50.22
"51540","1995","51","540","Charlottesville city",80.88,88.55,87.99,66.73,48.77
"51540","1996","51","540","Charlottesville city",85.03,84.6,83.64,65.46,56.59
"51540","1997","51","540","Charlottesville city",81.8,88.27,84.92,66.86,41.54
"51540","1998","51","540","Charlottesville city",82.47,87.78,88.19,69.7,47.51
"51540","1999","51","540","Charlottesville city",83.58,91.69,87.51,69.06,42
"51540","2000","51","540","Charlottesville city",84.09,83.05,83.55,67.12,37.66
"51540","2001","51","540","Charlottesville city",84.23,84.34,87.37,68.9,32.02
"51540","2002","51","540","Charlottesville city",87.54,88.93,89.02,68.81,39.46
"51540","2003","51","540","Charlottesville city",80.13,85.3,86.43,65.88,70.07
"51540","2004","51","540","Charlottesville city",80.83,84.63,82.95,66.75,49.32
"51540","2005","51","540","Charlottesville city",84.13,87.41,87.16,67.43,41.52
"51540","2006","51","540","Charlottesville city",82.94,87.9,88.35,68.77,44.84
"51540","2007","51","540","Charlottesville city",83.45,86.11,88.56,68.4,30.62
"51540","2008","51","540","Charlottesville city",87.19,87.57,85.3,67.19,40.6
"51540","2009","51","540","Charlottesville city",82.05,82.45,85.76,65.67,45.94
"51540","2010","51","540","Charlottesville city",87.97,90.88,86.88,67.89,37.84
"51540","2011","51","540","Charlottesville city",85.24,89.95,86.17,68.37,53.44
"51540","2012","51","540","Charlottesville city",83.16,90.98,85.24,69.38,36.85
"51540","2013","51","540","Charlottesville city",82.47,85.16,81.16,65.74,52.69
"51540","2014","51","540","Charlottesville city",83.97,84.61,81.55,65.45,44.81
"51540","2015","51","540","Charlottesville city",83.27,85.35,84.72,67.54,48.08
"51540","2016","51","540","Charlottesville city",83.53,89.01,87.49,68.37,40.2
"51540","2017","51","540","Charlottesville city",83.25,88.68,83.52,68.5,35.18
"51540","2018","51","540","Charlottesville city",82.27,85.13,85.49,66.52,69.72
"51540","2019","51","540","Charlottesville city",81.79,88.47,86.03,68.36,43.97
"51540","2020","51","540","Charlottesville city",82.74,90.41,84.24,68.33,59.97
